year,round,weather,weatherWarm,weatherCold,weatherDry,weatherWet,weatherCloudy
2009,1,Sunny with temperatures reaching up to 27 °C (81 °F)[2],1,0,0,0,0
2009,2,"Dry start, with heavy rain and thunderstorm/monsoon later",0,0,1,1,0
2009,3,Rain,0,0,0,1,0
2009,4,Sunny,1,0,0,0,0
2009,5,"Warm, Sunny",1,0,0,0,0
2009,6,Sunny,1,0,0,0,0
2009,7,Sunny,1,0,0,0,0
2009,8,"Dry, overcast",0,0,1,0,1
2009,9,Sunny and overcast,1,0,0,0,1
2009,10,Sunny25 °C (77 °F)[3],1,0,0,0,0
2009,11,Hot and dry with temperatures reaching up to 33 °C (91 °F)[1],1,0,1,0,0
2009,12,Clear but Mild,1,0,0,0,0
2009,13,Mainly sunny,1,0,0,0,0
2009,14,Hot and Dry,1,0,1,0,0
2009,15,"Sunny, Dry",1,0,1,0,0
2009,16,Partially cloudy and dry,0,0,1,0,1
2009,17,Dry,0,0,1,0,0
2008,1,"Clear, dry, air temperature of 39 °C (102 °F).",1,0,1,0,0
2008,2,"Sunny, partly cloudy",1,0,0,0,1
2008,3,Dry,0,0,1,0,0
2008,4,Sunny,1,0,0,0,0
2008,5,Sunny with temperatures reaching up to 17 °C (63 °F)[3],1,0,0,0,0
2008,6,"Wet, drying later.",0,0,1,1,0
2008,7,Hot with temperatures approaching 31 °C (88 °F); wind speeds up to 8.9 kilometres per hour (5.5 mph)[1],1,0,0,0,0
2008,8,Dry at first; light rain in the final stages,0,0,1,1,0
2008,9,"Rain, later drying",0,0,1,1,0
2008,10,"Cloudy, later sunny[1]",1,0,0,0,1
2008,11,"Sunny; Air 30–31 °C (86–88 °F), Track 40–43 °C (104–109 °F)",1,0,0,0,0
2008,12,Sunny,1,0,0,0,0
2008,13,"Cloudy, rain in last 3 laps",0,0,0,1,1
2008,14,"Heavy rain, dry towards the end",0,0,1,1,0
2008,15,"Dry, Air Temp: 28 °C (82 °F), Wind Speed: 2.2 metres per second (7.2 ft/s), Humidity: 79%",0,0,1,0,0
2008,16,Cloudy with temperatures reaching up to 17 °C (63 °F)[4],0,0,0,0,1
2008,17,Dry,0,0,1,0,0
2008,18,"Rain at beginning and end, otherwise drying",0,0,1,1,0
2007,1,Clear with temperatures reaching up to 21 °C (70 °F)[1],1,0,0,0,0
2007,2,Sunny[1],1,0,0,0,0
2007,3,"Sunny, dry, windy",1,0,1,0,0
2007,4,Sunny and warm,1,0,0,0,0
2007,5,"Cloudy, air temp 24–27 °C (75–81 °F), track temp 33–42 °C (91–108 °F)",0,0,0,0,1
2007,6,Warm with temperatures approaching 26 °C (79 °F); wind speeds up to 5.8 kilometres per hour (3.6 mph)[1],1,0,0,0,0
2007,7,Warm (33C/91F) and clear,1,0,0,0,0
2007,8,Cloudy,0,0,0,0,1
2007,9,Dry and sunny,1,0,1,0,0
2007,10,Heavy Rain on Lap 1. Drying track at restart. Light Rain before the finish.,0,0,1,1,0
2007,11,"Sunny, temperatures reaching up to 27 °C (81 °F)[4]",1,0,0,0,0
2007,12,Sunny,1,0,0,0,0
2007,13,Sunny,1,0,0,0,0
2007,14,"Partly cloudy, mild and dry",1,0,1,0,1
2007,15,Very heavy rain,0,0,0,1,0
2007,16,Intermittent light rain,0,0,0,1,0
2007,17,"37 °C (Air), 63 °C (Track)",0,0,0,0,0
2006,1,"Fine, Dry and HotAir Temp 23 °C (73 °F)[1]Track Temp 40 °C (104 °F)[1] dropping to 34 °C (93 °F)",1,0,1,0,0
2006,2,"Fine, Air Temp: 33°C, Wind Speed: 1.5 m/s, Humidity: 61%",1,0,0,0,0
2006,3,Cloudy with sunny breaks. Air temperature 20°C,1,0,0,0,1
2006,4,Sunny,1,0,0,0,0
2006,5,not found,0,0,0,0,0
2006,6,Sunny,1,0,0,0,0
2006,7,Fine,1,0,0,0,0
2006,8,Sunny,1,0,0,0,0
2006,9,Sunny and warm with temperatures reaching up to 28 °C (82 °F); wind speeds up to 4.1 kilometres per hour (2.5 mph)[1],1,0,0,0,0
2006,10,"Sunny, hot",1,0,0,0,0
2006,11,"Sunny, warm",1,0,0,0,0
2006,12,"Sunny, warm",1,0,0,0,0
2006,13,Cool and rainy with temperatures reaching up to 20 °C (68 °F)[4],0,1,0,1,0
2006,14,"Sunny, hot",1,0,0,0,0
2006,15,Warm and sunny with temperatures reaching up to 27 °C (81 °F)[1],1,0,0,0,0
2006,16,"Cloudy, wet track that progressively dried up.Rainy during the last few laps.",0,0,0,1,1
2006,17,Fine,1,0,0,0,0
2006,18,Temperatures reaching up to 23 °C (73 °F)[1],0,0,0,0,0
2005,1,"Cool, partly cloudy",0,1,0,0,1
2005,2,"Fine, Air: 34–36°C (93–97°F) and Track: 44–50°C (111–122°F)",1,0,0,0,0
2005,3,"Sunny, 42 °C (108 °F)[1]",1,0,0,0,0
2005,4,Warm and cloudy,1,0,0,0,1
2005,5,"Sunny, warm",1,0,0,0,0
2005,6,Fine,1,0,0,0,0
2005,7,"Partly cloudy, hot and dry",1,0,1,0,1
2005,8,Cloudy and hot with temperatures approaching 32.5 °C (90.5 °F)Wind speeds up to 5.1 km/h (3.2 mph)[1]Track 43–47 °C (109–117 °F),1,0,0,0,1
2005,9,"Cloudy, temperatures up to 25.0 °C (77.0 °F); wind speeds up to 17.9 km/h (11.1 mph)[4]",0,0,0,0,1
2005,10,"Sunny, Air: 32 °C (90 °F), Track 53 °C (127 °F)",1,0,0,0,0
2005,11,"Sunny, Air: 27 °C (81 °F), Track 47 °C (117 °F)",1,0,0,0,0
2005,12,"Cloudy with drizzle, but staying dry during the race. Air temp: 24°C.",0,0,1,0,1
2005,13,"Sunny, Air: 34 °C (93 °F), Track 45 °C (113 °F)",1,0,0,0,0
2005,14,Sunny; 30°C Air; 45°C Track,1,0,0,0,0
2005,15,Sunny,1,0,0,0,0
2005,16,Wet and dry,0,0,1,1,0
2005,17,"Partially cloudy and dry, Air: 23 °C (73 °F), Track 22 °C (72 °F)",0,0,1,0,1
2005,18,Partially cloudy and dry with temperatures reaching up to 25 °C (77 °F)[2],0,0,1,0,1
2005,19,Sunny,1,0,0,0,0
2004,1,Dry and cloudyAir temperature 20 °C (68 °F),0,0,1,0,1
2004,2,"Dry, light rain at the startAir Temp 34 °C (93 °F)",0,0,1,1,0
2004,3,"Warm, dry and overcast",1,0,1,0,1
2004,4,"Clear, air temp: 22°C",1,0,0,0,0
2004,5,Clear,1,0,0,0,0
2004,6,Dry and sunny,1,0,1,0,0
2004,7,"Cloudy at start, sunny later",1,0,0,0,1
2004,8,Clear and mild with temperatures approaching 25.0 °C (77.0 °F)Wind speeds up to 5.8 km/h (3.6 mph)[1]Track 35 °C (95 °F)[2],1,0,0,0,0
2004,9,Fine with temperatures reaching up to 24 °C (75 °F);Wind speeds up to 20.55 km/h (12.77 mph)[2],1,0,0,0,0
2004,10,Sunny,1,0,0,0,0
2004,11,"Cloudy, Air: 17 °C (63 °F), Track 27 °C (81 °F)[2]",0,0,0,0,1
2004,12,Sunny,1,0,0,0,0
2004,13,"Warm, dry and sunny, Air: 26 °C (79 °F), Track 42 °C (108 °F)",1,0,1,0,0
2004,14,Dry with temperatures reaching up to 15 °C (59 °F)[1],0,0,1,0,0
2004,15,"Wet track at the start, dry later on",0,0,1,1,0
2004,16,Sunny with temperatures reaching up to 27 °C (81 °F)[1],1,0,0,0,0
2004,17,Sunny,1,0,0,0,0
2004,18,Dry/Wet,0,0,1,1,0
2003,1,"Damp at beginning, dry later, cloudy, mild",1,0,1,1,1
2003,2,"Fine, air temperature 34°C (93°F)",1,0,0,0,0
2003,3,Rainy: 20 °C (68 °F),0,0,0,1,0
2003,4,Mostly cloudy with maximum ambient temperatures reaching 13 degrees during the day.,0,0,0,0,1
2003,5,Clear,1,0,0,0,0
2003,6,Mostly cloudy with isolated showers in the area,0,0,0,1,1
2003,7,"Sunny at start, cloudy later",1,0,0,0,1
2003,8,Partly cloudy and mild with temperatures reaching a maximum of 19.3 °C (66.7 °F)Wind speeds up to 12.9 km/h (8.0 mph)[1]Track 32 °C (90 °F)[2],1,0,0,0,1
2003,9,Mostly cloudy with maximum ambient temperatures reaching 25 degrees celsius during the day.,0,0,0,0,1
2003,10,"Cloudy, Air: 26 °C (79 °F), Track 35 °C (95 °F)",0,0,0,0,1
2003,11,"Sunny at start, cloudy later, Air: 24 °C (75 °F), Track 29 °C (84 °F)[1]",1,0,0,0,1
2003,12,Fine,1,0,0,0,0
2003,13,"Warm, dry and sunny, 28 °C (82 °F)",1,0,1,0,0
2003,14,Sunny,1,0,0,0,0
2003,15,Scattered showers with temperatures up to 20.6 °C (69.1 °F);Wind speeds up to 25.93 km/h (16.11 mph)[4],0,0,0,1,0
2003,16,"Cloudy, Air: 22 °C (72 °F), Track 25 °C (77 °F)",0,0,0,0,1
2002,1,"Cloudy at start, clearing to sunny skies.",1,0,0,0,1
2002,2,"Partially cloudy, hot, and dry",1,0,1,0,1
2002,3,"Clear, Air Temp: 30°C",1,0,0,0,0
2002,4,"Scattered thunderstorms, but remaining dry. Air Temp: 18°C",0,0,1,1,0
2002,5,"Clear, Air Temp: 20°C",1,0,0,0,0
2002,6,"Clear, air temperature: 20°C",1,0,0,0,0
2002,7,Fine; air temperature 22 °C (72 °F),1,0,0,0,0
2002,8,Mostly fine and humid with temperatures reaching a maximum of 24.1 °C (75.4 °F)Wind speeds up to 8 km/h (5.0 mph)[1],1,0,0,0,0
2002,9,"Mainly Fine, Air Temp: 18°C",1,0,0,0,0
2002,10,"Dry/Wet, Air Temp: 21°C",0,0,1,1,0
2002,11,"Warm and sunny, Air Temp: 25°C",1,0,0,0,0
2002,12,"Fine, Air Temp: 28°C",1,0,0,0,0
2002,13,"Partially cloudy, hot and sunny, Air Temp: 28 °C (82 °F)[4]",1,0,0,0,1
2002,14,"Cloudy, Air: 17 °C (63 °F), Track 25 °C (77 °F)[1]",0,0,0,0,1
2002,15,"Sunny, hot, dry 23°C",1,0,1,0,0
2002,16,Sunny with temperatures reaching up to 26.7 °C (80.1 °F);Wind speeds approaching a maximum of 18.70 km/h (11.62 mph)[3]Track 34 °C (93 °F),1,0,0,0,0
2002,17,"Sunny, Air: 26 °C (79 °F), Track 30 °C (86 °F)",1,0,0,0,0
2001,1,"Cloudy, sunny later",1,0,0,0,1
2001,2,"Rain and Thunderstorms at start, dry later; Air Temp at start: 32 °C (90 °F)",0,0,1,1,0
2001,3,"Dry first, rain and thunderstorms later; Air temp: 25–30 °C (77–86 °F)[1] Track 27–40 °C (81–104 °F)",0,0,1,1,0
2001,4,"Sunny. Air Temp: 14 °C (57 °F), Track 26 °C (79 °F)",1,0,0,0,0
2001,5,"Overcast, Mild, Dry, Air Temp: 18°C",1,0,1,0,1
2001,6,"Sunny, Air: 18 to 19 °C (64 to 66 °F), Track 18 to 32 °C (64 to 90 °F)",1,0,0,0,0
2001,7,"Warm and Sunny, Air Temp: 23 °C (73 °F), Track 36 to 39 °C (97 to 102 °F)",1,0,0,0,0
2001,8,Sunny,1,0,0,0,0
2001,9,"Sunny, mild, dry, Air Temp: 21°C",1,0,1,0,0
2001,10,Sunny,1,0,0,0,0
2001,11,"Partially cloudy, mild, dry, Air Temp: 16 °C (61 °F), Track 27 °C (81 °F)",1,0,1,0,1
2001,12,"Partially cloudy, very hot, dry",1,0,1,0,1
2001,13,"Hot, dry and partially cloudy",1,0,1,0,1
2001,14,"Overcast, mild, dry, Air Temp: 12 to 16 °C (54 to 61 °F)",1,0,1,0,1
2001,15,"Sunny, partly cloudy, Air: 19 to 20 °C (66 to 68 °F), Track 26 °C (79 °F)",1,0,0,0,1
2001,16,"Sunny, cool, Air: 19–22 °C (66–72 °F);Track 27–28 °C (81–82 °F)",1,1,0,0,0
2001,17,"Cloudy, mild, dry, air temp: 24°C",1,0,1,0,1
2000,1,"Sunny,[2] Air Temp: 20 °C",1,0,0,0,0
2000,2,"Sunny with some clouds, Air: 22 °C (72 °F), Track: 35 °C (95 °F)",1,0,0,0,1
2000,3,"Overcast, mild, dry; 16 °C (61 °F)",1,0,1,0,1
2000,4,"Sunny, mild, dry, Air Temp: 10 °C (50 °F)",1,0,1,0,0
2000,5,"Sunny, Mild, Dry",1,0,1,0,0
2000,6,"Dry at first, rain later on, Air: 11 °C (52 °F), Track: 12 °C (54 °F)",0,0,1,1,0
2000,7,Sunny,1,0,0,0,0
2000,8,"Cloudy and raining; Air 17 °C (63 °F),Track 21 °C (70 °F)",0,0,0,1,1
2000,9,"Sunny, dry, Air Temp: 27°C",1,0,1,0,0
2000,10,"Partially cloudy, dry",0,0,1,0,1
2000,11,Dry/Wet,0,0,1,1,0
2000,12,"Partially cloudy, very hot, dry",1,0,1,0,1
2000,13,"Wet at start, drying, Air & track temperature; 15 °C (59 °F)",0,0,1,1,0
2000,14,Sunny with temperatures reaching up to 29 °C (84 °F)[4],1,0,0,0,0
2000,15,"Cloudy, drying, Air 12 °C (54 °F);Track 14 °C (57 °F)",0,0,1,0,1
2000,16,Dry/wet,0,0,1,1,0
2000,17,"Overcast, Very hot, Dry",1,0,1,0,1
1999,1,Sunny and dry with temperatures reaching up to 19 °C (66 °F)[1],1,0,1,0,0
1999,2,"Sunny, hot, dry 25 °C (77 °F)[1]",1,0,1,0,0
1999,3,"Sunny, mild, dry, 23 °C",1,0,1,0,0
1999,4,"Sunny, hot, dry",1,0,1,0,0
1999,5,"Cloudy, hot, dry 22 °C (72 °F)[2]",1,0,1,0,1
1999,6,Hot with temperatures approaching 31.0 °C (87.8 °F)Wind speeds up to 5.1 km/h (3.2 mph)[1]Track 41–43 °C (106–109 °F),1,0,0,0,0
1999,7,"Overcast, mild, dry at first, rain later on",1,0,1,1,1
1999,8,"Sunny, mild, dry",1,0,1,0,0
1999,9,"Overcast, mild, dry",1,0,1,0,1
1999,10,"Partially cloudy, very hot, dry",1,0,1,0,1
1999,11,"Partially cloudy, hot, dry, Air: 25 °C (77 °F), Track 37 °C (99 °F)",1,0,1,0,1
1999,12,"Partially cloudy, mild, dry",1,0,1,0,1
1999,13,Hot and dry with temperatures reaching up to 30 °C (86 °F)[1],1,0,1,0,0
1999,14,Wet/Dry,0,0,1,1,0
1999,15,"Cloudy, hot, dry",1,0,1,0,1
1999,16,"Overcast, mild, dry",1,0,1,0,1
1998,1,"Clear with maximum temperatures reaching 24 degrees at the start, increasing to 30 degrees by the end of the race.",1,0,0,0,0
1998,2,"Mostly cloudy, 31 °C (88 °F)",0,0,0,0,1
1998,3,Cloudy with variable levels of dryness; temperatures reaching up to 19 °C (66 °F)[2],0,0,1,0,1
1998,4,"Sunny, 25 °C",1,0,0,0,0
1998,5,Sunny and warm,1,0,0,0,0
1998,6,Hot and sunny with temperatures reaching up to 22 °C (72 °F)[1],1,0,0,0,0
1998,7,Cool and overcast with air temperatures reaching up to 16.0 °C (60.8 °F)Wind speeds up to 2.9 km/h (1.8 mph) reported[1],0,1,0,0,1
1998,8,"Sunny, warm",1,0,0,0,0
1998,9,"Rain, Wet Track",0,0,0,1,0
1998,10,Sunny,1,0,0,0,0
1998,11,Cloudy but dry,0,0,1,0,1
1998,12,"Cloudy, hot, dry; 30 °C (86 °F)",1,0,1,0,1
1998,13,Cold and wet with rain becoming heavier,0,1,0,1,0
1998,14,Sunny,1,0,0,0,0
1998,15,"Cloudy, cold, dry",0,1,1,0,1
1998,16,Fine,1,0,0,0,0
1997,1,"Partly Cloudy, Dry",0,0,1,0,1
1997,2,Overcast and dry with temperatures reaching up to 23 °C (73 °F)[1],0,0,1,0,1
1997,3,"Partially cloudy and dry, with temperatures reaching up to 21 °C (70 °F)[1]",0,0,1,0,1
1997,4,"Cloudy, Dry, 17 °C",0,0,1,0,1
1997,5,"Overcast, cold and rain, air temperature 11 °C (52 °F)",0,1,0,1,1
1997,6,Clear,1,0,0,0,0
1997,7,Clear and mild with temperatures approaching 22.7 °C (72.9 °F)Wind speeds up to 4.1 km/h (2.5 mph)[1],1,0,0,0,0
1997,8,"Dry at first, rain in closing stages",0,0,1,1,0
1997,9,"Sunny, Dry Track",1,0,1,0,0
1997,10,"Sunny, dry track",1,0,1,0,0
1997,11,"Sunny, Dry Track, 27°C",1,0,1,0,0
1997,12,"Wet, then drying out with temperatures reaching up to 28 °C (82 °F)[2]",0,0,1,1,0
1997,13,Dry with temperatures reaching up to 29 °C (84 °F)[1],0,0,1,0,0
1997,14,Sunny,1,0,0,0,0
1997,15,"Partially cloudy, mild and dry",1,0,1,0,1
1997,16,Sunny[3],1,0,0,0,0
1997,17,Sunny with temperatures reaching up to 25 °C (77 °F)[3],1,0,0,0,0
1996,1,Dry with temperatures reaching up to 23 °C (73 °F)[1],0,0,1,0,0
1996,2,"Thunderstorm, then drying with temperatures reaching up to 24 °C (75 °F)[1]",0,0,1,1,0
1996,3,Dry with temperatures reaching up to 21 °C (70 °F)[1],0,0,1,0,0
1996,4,"Cloudy, but dry",0,0,1,0,1
1996,5,Sunny,1,0,0,0,0
1996,6,"Overcast, mild, wet at first, drying later, light rain at finish",1,0,1,1,1
1996,7,Rain,0,0,0,1,0
1996,8,Mostly sunny and warm with temperatures approaching 26 °C (79 °F)[1],1,0,0,0,0
1996,9,Dry,0,0,1,0,0
1996,10,Warm and sunny with temperatures reaching up to 25 °C (77 °F)[1],1,0,0,0,0
1996,11,"Sunny, dry",1,0,1,0,0
1996,12,Sunny with temperatures reaching up to 27 °C (81 °F)[2],1,0,0,0,0
1996,13,Overcast and dry with temperatures reaching up to 17 °C (63 °F)[2],0,0,1,0,1
1996,14,Dry,0,0,1,0,0
1996,15,Mostly sunny with ambient temperatures reaching 25 °C during the day.,1,0,0,0,0
1996,16,"Sunny, mild and dry",1,0,1,0,0
1995,1,Overcast,0,0,0,0,1
1995,2,Cloudy,0,0,0,0,1
1995,3,"Heavy rain before the start, before brightening up",0,0,0,1,0
1995,4,Sunny,1,0,0,0,0
1995,5,"Warm, sunny",1,0,0,0,0
1995,6,"Cloudy at start, sunny later with temperatures reaching up to 24.3 °C (75.7 °F)Wind speeds up to 8 km/h (5.0 mph)[1]",1,0,0,0,1
1995,7,"Cloudy, light drizzle at times",0,0,0,0,1
1995,8,"Warm, cloudy, windy",1,0,0,0,1
1995,9,"Sunny, 28 °C (82 °F)",1,0,0,0,0
1995,10,Sunny,1,0,0,0,0
1995,11,"Cloudy, then heavy rain",0,0,0,1,1
1995,12,Sunny,1,0,0,0,0
1995,13,Sunny,1,0,0,0,0
1995,14,"Rain, later dried out, air temperature 11 °C (52 °F)",0,0,0,1,0
1995,15,"Cloudy, dry",0,0,1,0,1
1995,16,"Rain, later dried out",0,0,0,1,0
1995,17,Sunny[2],1,0,0,0,0
1994,1,Sunny,1,0,0,0,0
1994,2,Sunny,1,0,0,0,0
1994,3,Sunny,1,0,0,0,0
1994,4,Sunny,1,0,0,0,0
1994,5,Sunny,1,0,0,0,0
1994,6,Temperatures approaching 26.3 °C (79.3 °F);Wind speeds up to 21 km/h (13 mph)[1],0,0,0,0,0
1994,7,Sunny,1,0,0,0,0
1994,8,Sunny,1,0,0,0,0
1994,9,Sunny,1,0,0,0,0
1994,10,Sunny,1,0,0,0,0
1994,11,Sunny,1,0,0,0,0
1994,12,Sunny,1,0,0,0,0
1994,13,Sunny,1,0,0,0,0
1994,14,Sunny,1,0,0,0,0
1994,15,"Heavy rain, followed by light showers",0,0,0,1,0
1994,16,Sunny with clouds,1,0,0,0,1
1993,1,"Very hot and humid, with torrential thunderstorms. Air temp: 33 °C (91 °F)",1,0,0,1,0
1993,2,Dry first then torrential rain for a short period; later drying and staying dry for the rest of the race,0,0,1,1,0
1993,3,"Very cold, rain with dry spells",0,1,1,1,0
1993,4,"Wet at start, dry later",0,0,1,1,0
1993,5,Sunny,1,0,0,0,0
1993,6,"Partly cloudy, mild, dry",1,0,1,0,1
1993,7,Temperatures reaching up to 29.0 °C (84.2 °F);Wind speeds up to 18.3 km/h (11.4 mph)[1],0,0,0,0,0
1993,8,not found,0,0,0,0,0
1993,9,Dry,0,0,1,0,0
1993,10,Dry,0,0,1,0,0
1993,11,not found,0,0,0,0,0
1993,12,Sunny and clear,1,0,0,0,0
1993,13,Hot and sunny,1,0,0,0,0
1993,14,"Dry, sunny, windy",1,0,1,0,0
1993,15,"Dry/wet, warm, cloudy",1,0,1,1,1
1993,16,Sunny,1,0,0,0,0
1992,1,"Hot, dry and dull",1,0,1,0,0
1992,2,Scattered clouds27 °C (81 °F)[1],0,0,0,0,1
1992,3,Dry,0,0,1,0,0
1992,4,"Dry at start, wet later",0,0,1,1,0
1992,5,Sunny,1,0,0,0,0
1992,6,Dry,0,0,1,0,0
1992,7,Dry with temperatures reaching up to 25 °C (77 °F);Wind speeds up to 14 km/h (8.7 mph)[1],0,0,1,0,0
1992,8,"Dry, then raining",0,0,1,1,0
1992,9,Dry,0,0,1,0,0
1992,10,Dry,0,0,1,0,0
1992,11,Dry,0,0,1,0,0
1992,12,"Overcast, brief rain mid-race",0,0,0,1,1
1992,13,Sunny and warm,1,0,0,0,0
1992,14,"Dry, sunny, windy",1,0,1,0,0
1992,15,"Dry, warm, cloudy",1,0,1,0,1
1992,16,Cloudy,0,0,0,0,1
1991,1,Overcast25 °C (77 °F)[1],0,0,0,0,1
1991,2,"Cloudy at start, rainy later. Ambient temperature: 29.4°C (85°F).Humidity: 95%.Wind speed: 33.7 km/h (21 mph).",0,0,0,1,1
1991,3,"Wet at start, dry by finish",0,0,1,1,0
1991,4,"Cloudy, mild, dry",1,0,1,0,1
1991,5,Mild with temperatures approaching 25 °C (77 °F);Wind speeds up to 12 km/h (7.5 mph)[1],1,0,0,0,0
1991,6,Mostly Cloudy24 °C (75 °F)[1],0,0,0,0,1
1991,7,not found,0,0,0,0,0
1991,8,"Hot, dry, sunny",1,0,1,0,0
1991,9,Hot and sunny,1,0,0,0,0
1991,10,"Hot dry, sunny",1,0,1,0,0
1991,11,Sunny and hot,1,0,0,0,0
1991,12,Sunny and warm,1,0,0,0,0
1991,13,Sunny and warm,1,0,0,0,0
1991,14,"Warm and overcast, drying",1,0,1,0,1
1991,15,"Sunny, warm",1,0,0,0,0
1991,16,Torrential rain,0,0,0,1,0
1990,1,Cloudy and cool with temperatures reaching up to 18 °C (64 °F)[1],0,1,0,0,1
1990,2,"Hot, dry, sunny",1,0,1,0,0
1990,3,"Warm, dry, sunny",1,0,1,0,0
1990,4,"Warm, dry, sunny",1,0,1,0,0
1990,5,Warm and cloudy with temperatures approaching 19.8 °C (67.6 °F); wind speeds up to 27.8 kilometres per hour (17.3 mph)[1],1,0,0,0,1
1990,6,Overcast21 °C (70 °F)[1],0,0,0,0,1
1990,7,"Hot, dry, sunny",1,0,1,0,0
1990,8,"Hot, dry, sunny",1,0,1,0,0
1990,9,"Hot, dry, sunny",1,0,1,0,0
1990,10,Dry,0,0,1,0,0
1990,11,Dry,0,0,1,0,0
1990,12,"Hot, dry, sunny",1,0,1,0,0
1990,13,not found,0,0,0,0,0
1990,14,"Dry, hot, sunny",1,0,1,0,0
1990,15,Sunny,1,0,0,0,0
1990,16,Sunny,1,0,0,0,0
2010,1,Sunny,1,0,0,0,0
2010,2,Overcast with light rain at start,0,0,0,1,1
2010,3,"Mainly cloudy, dry",0,0,1,0,1
2010,4,"Cloudy, rain",0,0,0,1,1
